代码		    名称		涨幅		现价		当日成交额		3日成交额		5日成交额		换手		量比		流通市值		连续涨停天数		涨停原因类别		所属行业		所属概念		涨停开板次数		几天几板		10日涨幅		20日涨幅		竞价涨幅%		早盘竞价金额		尾盘竞价金额
SZ000980	众泰汽车	-1.40%		3.52		--		--		--		2.10%		1.07		--		--		--		汽车整车	--		--		--		-8.09%		-8.33%		+0.00		1082781		3792096
SZ000981	山子高科	+3.51%		4.72		--		--		--		18.98%		1.11		--		--		--		汽车零部件	--		--		--		+31.48%		+46.13%		-0.88		57173028	61836720
SZ000983	山西焦煤	+1.42%		7.16		--		--		--		3.37%		2.89		--		--		--		煤炭开采加工	--		--		--		+8.98%		+9.98%		+0.99		26587057	4415214
SZ000985	大庆华科	+2.48%		19.84		--		--		--		3.20%		1.00		--		--		--		石油加工贸易	--		--		--		+0.66%		+1.22%		+0.52		548772		1166592
SZ000987	越秀资本	-0.11%		9.21		--		--		--		2.45%		0.84		--		--		--		多元金融	--		--		--		+22.96%		+25.14%		-0.22		11829627	7931652
SZ000988	华工科技	-0.94%		82.30		--		--		--		5.86%		0.92		--		--		--		自动化设备	--		--		--		+3.06%		+2.41%		+0.96		44758368	29208188
SZ000989	九芝堂		+0.78%		9.04		--		--		--		1.07%		0.95		--		--		--		中药		--		--		--		+1.69%		-0.22%		+0.11		149966		535168
SZ000990	诚志股份	+0.25%		8.15		--		--		--		1.60%		1.19		--		--		--		化学原料	--		--		--		+3.03%		+7.80%		-0.74		660126		1150780
SZ000993	闽东电力	+1.38%		12.45		--		--		--		3.69%		0.89		--		--		--		电力		--		--		--		-1.27%		-12.08%		-0.65		1717760		6007125
SZ000995	皇台酒业	-0.24%		12.67		--		--		--		3.27%		0.89		--		--		--		白酒		--		--		--		-0.94%		+4.54%		-0.55		347325		1430443
SZ000997	新 大 陆	+0.33%		27.67		--		--		--		1.00%		0.37		--		--		--		计算机设备	--		--		--		+7.41%		+8.21%		-0.11		316825		2744864
SZ000998	隆平高科	+0.00%		9.51		--		--		--		0.82%		0.81		--		--		--		种植业与林业	--		--		--		+1.06%		-0.11%		-0.11		305900		2406030
SZ000999	华润三九	+1.04%		29.02		--		--		--		0.72%		1.43		--		--		--		中药		--		--		--		+2.22%		+3.61%		-0.28		457667		1739343
SZ001201	东瑞股份	+0.34%		14.72		--		--		--		1.21%		0.96		--		--		--		养殖业		--		--		--		+1.87%		-0.07%		+0.00		48411		373888
SZ001202	炬申股份	+0.37%		16.16		--		--		--		1.97%		1.16		--		--		--		物流		--		--		--		+3.79%		+3.32%		-0.62		129600		793456
SZ001203	大中矿业	-3.63%		28.17		--		--		--		3.06%		0.83		--		--		--		钢铁		--		--		--		-9.51%		+5.27%		+0.86		6638896		12422970
SZ001205	盛航股份	-0.12%		16.60		--		--		--		1.76%		0.81		--		--		--		港口航运	--		--		--		-3.66%		-8.64%		+0.00		11634		172640
SZ001206	依依股份	-0.59%		28.83		--		--		--		3.57%		0.87		--		--		--		美容护理	--		--		--		-6.00%		-0.86%		-0.69		910080		1548171
SZ001207	联科科技	-0.96%		24.68		--		--		--		1.51%		0.72		--		--		--		橡胶制品	--		--		--		-0.64%		+8.96%		-0.48		22320		599724
SZ001208	华菱线缆	+9.99%		28.41		--		--		--		16.15%		0.35		--		--		--		电网设备	--		--		--		+43.20%		+121.78%	-1.63		45895542	977304
SZ001209	洪兴股份	+2.05%		20.90		--		--		--		3.70%		0.94		--		--		--		服装家纺	--		--		--		+1.06%		-1.55%		+0.24		137551		1835020
SZ001210	金房能源	+3.16%		21.56		--		--		--		7.30%		0.87		--		--		--		电力		--		--		--		+28.87%		+28.49%		-0.10		2121408		2056824
SZ001211	双枪科技	+0.79%		26.91		--		--		--		3.09%		0.90		--		--		--		家居用品	--		--		--		+2.99%		+0.49%		-0.22		218448		750789
SZ001212	中旗新材	-3.13%		51.62		--		--		--		3.93%		1.06		--		--		--		建筑材料	--		--		--		+8.56%		+14.53%		-1.29		2277580		6147942
SZ001213	中铁特货	+0.00%		4.09		--		--		--		0.25%		1.01		--		--		--		公路铁路运输	--		--		--		-0.24%		+0.49%		+0.00		71984		796748
SZ001215	千味央厨	+9.99%		44.92		--		--		--		7.02%		2.22		--		--		--		食品加工制造	--		--		--		+12.19%		+19.69%		-0.10		1064880		26952
SZ001216	华瓷股份	+0.46%		17.51		--		--		--		2.48%		0.87		--		--		--		家居用品	--		--		--		+1.16%		+5.04%		-0.23		469530		2081939
SZ001217	华尔泰		-0.07%		13.36		--		--		--		3.45%		0.46		--		--		--		化学原料	--		--		--		-5.58%		+0.30%		-0.97		1020804		5000648
SZ001218	丽臣实业	+0.35%		23.18		--		--		--		1.14%		0.86		--		--		--		化学制品	--		--		--		+1.62%		+1.36%		-0.17		299780		178486
SZ001219	青岛食品	+0.42%		14.23		--		--		--		1.55%		0.81		--		--		--		食品加工制造	--		--		--		-3.66%		-3.92%		+0.00		128947		371403
SZ001221	悍高集团	+0.75%		59.02		--		--		--		4.33%		1.00		--		--		--		家居用品	--		--		--		-0.81%		+4.29%		+0.00		228462		720044
SZ001222	源飞宠物	+0.57%		23.03		--		--		--		1.49%		0.82		--		--		--		家居用品	--		--		--		-3.68%		-9.69%		+0.26		103320		522781
SZ001223	欧克科技	+0.75%		53.91		--		--		--		1.68%		0.93		--		--		--		自动化设备	--		--		--		+10.90%		+3.97%		+2.06		950214		1628082
SZ001225	和泰机电	+5.47%		73.44		--		--		--		10.99%		1.15		--		--		--		专用设备	--		--		--		+39.65%		+32.21%		+1.97		958500		4126594
SZ001226	拓山重工	+2.47%		45.23		--		--		--		4.31%		1.09		--		--		--		工程机械	--		--		--		+5.53%		+12.37%		+0.02		57395		601559
SZ001227	兰州银行	+0.00%		2.33		--		--		--		0.86%		1.04		--		--		--		银行		--		--		--		+0.43%		-0.85%		+0.00		575510		1103954
SZ001228	永泰运		-0.34%		26.29		--		--		--		1.92%		1.28		--		--		--		物流		--		--		--		-0.87%		-0.45%		+0.15		55482		207691
SZ001229	魅视科技	-0.43%		41.92		--		--		--		4.92%		0.54		--		--		--		计算机设备	--		--		--		+12.66%		+3.00%		+0.00		290490		3185920
SZ001230	劲旅环境	-2.40%		23.17		--		--		--		7.14%		1.60		--		--		--		环境治理	--		--		--		+6.38%		+4.42%		-0.63		1464939		1427272
SZ001231	农心科技	-1.36%		26.78		--		--		--		38.49%		2.18		--		--		--		农化制品	--		--		--		+23.35%		+16.69%		-2.65		40249031	8218782
SZ001233	海安集团	+1.71%		64.70		--		--		--		20.83%		1.61		--		--		--		汽车零部件	--		--		--		+10.94%		-1.18%		-0.96		1990800		4017870
SZ001234	泰慕士		+0.68%		27.97		--		--		--		2.50%		1.07		--		--		--		服装家纺	--		--		--		+1.93%		-8.98%		+0.04		30569		1289417
SZ001236	弘业期货	+0.00%		10.68		--		--		--		1.29%		0.68		--		--		--		多元金融	--		--		--		+2.20%		+0.85%		-0.09		1118216		1180140
SZ001238	浙江正特	+0.90%		51.42		--		--		--		0.46%		1.18		--		--		--		家居用品	--		--		--		+3.05%		+2.21%		-0.88		80816		298236
SZ001239	永达股份	+1.98%		16.51		--		--		--		4.44%		1.31		--		--		--		工程机械	--		--		--		+1.54%		+0.67%		+0.00		178090		1334008
SZ001255	博菲电气	+0.47%		34.26		--		--		--		7.25%		1.23		--		--		--		塑料制品	--		--		--		+6.63%		+6.60%		-1.00		2673792		4039254
SZ001256	炜冈科技	-0.09%		21.54		--		--		--		1.65%		0.71		--		--		--		专用设备	--		--		--		+4.97%		-3.36%		-0.46		62234		631122
SZ001258	立新能源	+0.97%		7.30		--		--		--		1.46%		1.55		--		--		--		电力		--		--		--		+1.25%		-0.95%		+0.41		311454		481800
SZ001259	利仁科技	-0.66%		28.73		--		--		--		5.64%		1.38		--		--		--		小家电		--		--		--		-2.61%		-3.72%		-1.80		2030600		718250
SZ001260	坤泰股份	+0.66%		19.87		--		--		--		4.17%		0.81		--		--		--		汽车零部件	--		--		--		-0.40%		-4.52%		-0.51		153192		131142
SZ001266	宏英智能	+1.12%		34.36		--		--		--		13.20%		0.65		--		--		--		自动化设备	--		--		--		+19.72%		+14.00%		-0.56		1736806		8318556
SZ001267	汇绿生态	+5.36%		23.60		--		--		--		12.91%		1.35		--		--		--		建筑装饰	--		--		--		+9.97%		+13.46%		-0.67		18107050	35928640
SZ001268	联合精密	-0.48%		35.11		--		--		--		5.27%		1.11		--		--		--		白色家电	--		--		--		-4.23%		-0.51%		+0.91		1306520		646024
SZ001269	欧晶科技	+3.23%		24.27		--		--		--		1.88%		1.69		--		--		--		光伏设备	--		--		--		+2.97%		+0.50%		+0.00		206888		538794
SZ001270	*ST铖昌		+5.00%		111.42		--		--		--		1.47%		0.32		--		--		--		军工电子	--		--		--		+59.63%		+110.70%	+5.00		60602452	33426
SZ001277	速达股份	-0.35%		40.00		--		--		--		2.88%		1.22		--		--		--		专用设备	--		--		--		+0.43%		+3.65%		-0.30		96048		740000
SZ001278	一彬科技	+0.88%		19.40		--		--		--		4.09%		0.95		--		--		--		汽车零部件	--		--		--		-3.24%		-2.22%		-0.42		214480		322040
SZ001279	强邦新材	+0.86%		35.00		--		--		--		1.91%		1.12		--		--		--		包装印刷	--		--		--		+3.18%		-2.43%		-0.20		121205		1914500
SZ001280	中国铀业	-1.56%		63.82		--		--		--		14.24%		0.90		--		--		--		小金属		--		--		--		+2.57%		-5.87%		-1.28		15059200	17824926
SZ001282	三联锻造	+0.19%		21.32		--		--		--		3.61%		0.68		--		--		--		汽车零部件	--		--		--		+6.18%		+2.85%		-0.09		212600		336174
SZ001283	豪鹏科技	+0.38%		71.53		--		--		--		3.58%		0.77		--		--		--		电池		--		--		--		+3.76%		+1.40%		-0.52		2048721		1008573
SZ001285	瑞立科密	-3.25%		60.78		--		--		--		15.58%		0.67		--		--		--		汽车零部件	--		--		--		+9.93%		+21.97%		-0.96		2432802		4990038
SZ001286	陕西能源	+0.63%		9.57		--		--		--		1.81%		1.11		--		--		--		电力		--		--		--		-4.11%		-3.14%		+0.11		747320		1893903
SZ001287	中电港		+0.90%		23.60		--		--		--		5.47%		1.23		--		--		--		其他电子	--		--		--		+9.77%		+1.29%		-1.07		4209166		5586120
SZ001288	运机集团	-1.93%		32.00		--		--		--		1.94%		0.85		--		--		--		专用设备	--		--		--		-1.72%		+3.29%		+0.03		851904		883200
SZ001289	龙源电力	+0.72%		15.42		--		--		--		0.10%		1.30		--		--		--		电力		--		--		--		+1.72%		+0.39%		+0.26		540320		664602
SZ001296	长江材料	+2.44%		26.90		--		--		--		7.11%		0.90		--		--		--		非金属材料	--		--		--		-1.86%		+0.49%		+0.08		204984		3119647
SZ001298	好上好		+0.36%		30.74		--		--		--		5.07%		0.92		--		--		--		其他电子	--		--		--		+5.82%		-1.60%		-0.78		2877933		2926448
SZ001299	美能能源	+0.08%		12.79		--		--		--		4.35%		0.44		--		--		--		燃气		--		--		--		+5.97%		+11.12%		-0.78		1104428		3370805
SZ001300	三柏硕		+2.15%		16.65		--		--		--		2.14%		0.60		--		--		--		家居用品	--		--		--		+8.26%		+4.45%		-0.49		71368		1188810
SZ001301	尚太科技	-4.90%		81.77		--		--		--		4.47%		1.96		--		--		--		电池		--		--		--		-4.45%		-5.12%		-0.56		3231900		3278977
SZ001306	夏厦精密	+1.08%		86.00		--		--		--		7.46%		0.56		--		--		--		通用设备	--		--		--		+8.75%		+3.61%		-1.00		640148		2107000
SZ001308	康冠科技	+0.42%		21.30		--		--		--		0.42%		0.80		--		--		--		光学光电子	--		--		--		+3.95%		-0.98%		-0.38		90859		411090
SZ001309	德明利		-4.08%		239.81		--		--		--		8.93%		0.83		--		--		--		半导体		--		--		--		+18.42%		+7.68%		-0.70		61045916	49712613
SZ001311	多利科技	-0.30%		33.50		--		--		--		11.41%		0.89		--		--		--		汽车零部件	--		--		--		+11.85%		+16.24%		-0.42		284410		4204250
SZ001313	粤海饲料	+0.41%		7.35		--		--		--		1.37%		0.82		--		--		--		农产品加工	--		--		--		-4.92%		-17.14%		+0.00		95160		428505
SZ001314	亿道信息	+0.76%		45.00		--		--		--		3.55%		0.60		--		--		--		消费电子	--		--		--		+5.58%		-2.32%		+0.36		614034		1152000
SZ001316	润贝航科	+2.04%		39.45		--		--		--		3.47%		0.92		--		--		--		石油加工贸易	--		--		--		+13.92%		+7.58%		-0.85		770433		4678770
SZ001317	三羊马		+2.40%		54.60		--		--		--		9.03%		0.88		--		--		--		物流		--		--		--		-1.19%		+31.92%		-0.60		1425700		6388200
SZ001318	阳光乳业	+0.00%		15.55		--		--		--		2.62%		0.81		--		--		--		饮料制造	--		--		--		-5.47%		-2.45%		+0.26		1042971		1999730
SZ001319	铭科精技	+0.07%		27.01		--		--		--		2.80%		0.57		--		--		--		汽车零部件	--		--		--		+6.72%		+4.29%		-0.33		223270		316017
SZ001322	箭牌家居	+0.23%		8.64		--		--		--		0.52%		1.02		--		--		--		家居用品	--		--		--		-4.00%		+4.10%		+0.00		202570		569376
SZ001323	慕思股份	+0.66%		25.90		--		--		--		0.58%		1.11		--		--		--		家居用品	--		--		--		+0.74%		-2.04%		-0.66		148248		1947680
SZ001324	长青科技	+6.00%		19.42		--		--		--		10.09%		4.29		--		--		--		轨交设备	--		--		--		+8.31%		+1.78%		+0.44		358800		1440964
SZ001325	元创股份	-0.24%		50.03		--		--		--		9.02%		0.82		--		--		--		橡胶制品	--		--		--		-10.20%		--		-0.30		415000		1275765
SZ001326	联域股份	+5.17%		51.43		--		--		--		9.98%		1.01		--		--		--		光学光电子	--		--		--		+28.13%		+14.95%		-0.08		371336		807451
SZ001328	登康口腔	+0.00%		38.50		--		--		--		2.22%		0.76		--		--		--		美容护理	--		--		--		+1.02%		+5.77%		+0.00		50050		304150
SZ001330	博纳影业	+1.95%		7.85		--		--		--		7.67%		0.94		--		--		--		影视院线	--		--		--		-3.68%		-26.29%		+0.00		6710550		8700155
SZ001331	胜通能源	+7.16%		60.04		--		--		--		18.18%		2.37		--		--		--		燃气		--		--		--		+152.69%	+343.75%	+7.09		118806000	31010660
SZ001332	锡装股份	+6.37%		62.81		--		--		--		10.73%		1.23		--		--		--		专用设备	--		--		--		+19.30%		+20.81%		-0.08		890900		4264799
SZ001333	光华股份	+0.59%		22.35		--		--		--		9.15%		0.84		--		--		--		塑料制品	--		--		--		+2.10%		-1.76%		+0.09		1465616		4617510
SZ001335	信凯科技	-6.53%		46.12		--		--		--		18.40%		1.34		--		--		--		化学制品	--		--		--		+3.18%		-0.95%		-0.99		889070		4275324
SZ001336	楚环科技	+1.50%		25.77		--		--		--		7.56%		0.82		--		--		--		环保设备	--		--		--		-19.09%		+4.54%		-0.39		225081		1976508
SZ001337	四川黄金	-0.49%		28.71		--		--		--		3.51%		0.75		--		--		--		贵金属		--		--		--		-3.33%		+5.78%		-0.03		2353344		2227896
SZ001338	永顺泰		+0.49%		12.23		--		--		--		1.20%		0.87		--		--		--		农产品加工	--		--		--		-1.77%		+0.66%		-0.08		249280		536897
SZ001339	智微智能	-0.15%		53.39		--		--		--		3.45%		0.61		--		--		--		计算机设备	--		--		--		+11.37%		+3.21%		+0.15		996030		1831277
SZ001356	富岭股份	+1.38%		13.24		--		--		--		3.38%		1.64		--		--		--		家居用品	--		--		--		+1.38%		+0.38%		-0.23		53423		947984
SZ001358	兴欣新材	+0.73%		26.23		--		--		--		1.97%		1.18		--		--		--		化学制品	--		--		--		+2.30%		+0.31%		-0.31		341634		89182
SZ001359	平安电工	-0.75%		70.47		--		--		--		3.89%		0.65		--		--		--		非金属材料	--		--		--		-10.81%		+20.05%		-0.13		510552		2121147
SZ001360	南矿集团	+4.56%		22.49		2.99亿		--		--		16.41%		1.45		18.39亿		--		--		专用设备	【固废处理;高端装备;一带一路;雅下水电概念;专精特新;金属回收;黄金概念;机器视觉;融资融券】	--		--		+2.65%		+8.65%		+0.23		782628		1655264
SZ001366	播恩集团	+0.92%		13.16		4073.22万	--		--		5.59%		0.94		7.33亿		--		--		农产品加工	【乡村振兴;粤港澳大湾区;合成生物】	--		--		-1.05%		-5.53%		-0.08		205874		1264676
SZ001367	海森药业	+0.67%		22.50		2047.60万	--		--		2.30%		0.91		8.93亿		--		--		化学制药	【仿制药一致性评价;合成生物;人民币贬值受益;融资融券】	--		--		+2.37%		-0.27%		-0.45		84550		117000
SZ001368	通达创智	+0.98%		24.64		4192.41万	--		--		5.34%		0.94		7.91亿		--		--		家居用品	【福建自贸区;海峡两岸;体育产业;足球概念;露营经济;三胎概念;冰雪产业;中俄贸易概念;宠物经济;医疗器械概念;人工智能;一带一路;人民币贬值受益;多模态AI;新型烟草(电子烟);3D打印】	--		--		-1.20%		-12.78%		-0.16		112056		463232
SZ001369	双欣环保	-3.25%		15.19		7.05亿		--		--		22.98%		0.52		30.54亿		--		--		化学纤维	【锂电池概念;注册制次新股;西部大开发;碳中和;专精特新;光伏概念;新股与次新股;融资融券】	--		--		--		--		-1.02		5827500		10388441
SZ001373	翔腾新材	+0.81%		34.96		1.18亿		--		--		10.06%		1.08		11.58亿		--		--		光学光电子	【华为概念;独角兽概念;海峡两岸;MiniLED;智能穿戴;消费电子概念;人民币贬值受益;新能源汽车;OLED;融资融券】	--		--		+19.89%		+8.24%		+0.14		520950		982376
SZ001376	百通能源	-0.74%		17.33		2.42亿		--		--		6.60%		0.57		37.04亿		--		--		电力		【碳中和;深股通】	--		--		+14.09%		+41.59%		-0.57		1105832		2696548
SZ001378	德冠新材	-0.46%		23.57		3544.65万	--		--		2.29%		1.00		15.50亿		--		--		塑料制品	【参股银行;回购增持再贷款概念;粤港澳大湾区;融资融券】	--		--		+3.79%		+1.99%		+0.00		99456		325266
SZ001379	腾达科技	+3.91%		24.99		3.46亿		--		--		20.88%		1.67		16.82亿		--		--		通用设备	【核电;商业航天;中俄贸易概念;人民币贬值受益;融资融券】	--		--		+4.08%		+9.17%		-0.46		584136		7299579
SZ001380	华纬科技	+0.82%		23.42		7216.85万	--		--		3.50%		1.03		20.61亿		--		--		汽车零部件	【人形机器人;华为汽车;机器人概念;长安汽车概念;新能源汽车;专精特新;比亚迪概念;军工;深股通;融资融券】	--		--		+6.02%		+3.13%		+0.47		296418		290408
SZ001382	新亚电缆	+0.48%		20.78		5352.54万	--		--		4.17%		1.14		12.88亿		--		--		电网设备	【特高压;核电;风电;注册制次新股;光伏概念;储能;机器人概念;智能电网;深股通;新股与次新股;融资融券】	--		--		+2.62%		+2.42%		-0.10		59914		1909682
SZ001386	马可波罗	+0.73%		23.45		2.23亿		--		--		9.78%		1.24		22.95亿		--		--		家居用品	【生物质能发电;旅游概念;固废处理;注册制次新股;参股银行;乡村振兴;绿色电力;粤港澳大湾区;人工智能;AIGC概念;深股通;新股与次新股;融资融券】	--		--		-0.21%		+5.35%		-0.56		849605		3193890
SZ001387	雪祺电气	+1.72%		14.16		6242.00万	--		--		3.89%		1.24		16.13亿		--		--		白色家电	【家用电器;参股银行;充电桩;小米概念;汽车电子;储能;PCB概念;融资融券】	--		--		+0.50%		-4.97%		-0.07		134468		688176
SZ001388	信通电子	+0.69%		43.80		5297.57万	--		--		3.88%		1.25		13.67亿		--		--		电网设备	【注册制次新股;风电;中俄贸易概念;电力物联网;智能电网;核电;特高压;工业互联网;物联网;专精特新;人工智能;算力租赁;鸿蒙概念;电子身份证;机器人概念;华为概念;传感器;新型工业化;芯片概念;PCB概念;深股通;新股与次新股;融资融券】	--		--		+3.38%		+1.53%		-0.18		156312		692040
SZ001389	广合科技	-1.88%		81.81		4.53亿		--		--		3.63%		1.04		123.66亿	--		--		元件		【共封装光学(CPO);AI PC;PCB概念;富士康概念;5G;汽车电子;消费电子概念;数据中心;卫星导航;华为概念;商业航天;机器人概念;安防;人工智能;人民币贬值受益;粤港澳大湾区;一带一路;融资融券;深股通】	--		--		+2.26%		+9.56%		-0.73		844254		3526011
SZ001390	古麒绒材	+0.56%		24.98		6837.59万	--		--		5.49%		0.86		12.49亿		--		--		纺织制造	【参股银行;注册制次新股;专精特新;深股通;新股与次新股;融资融券】	--		--		+0.60%		-5.41%		+0.00		161460		741906
SZ001391	国货航		+0.34%		5.97		1.41亿		--		--		1.56%		0.81		90.71亿		--		--		物流		【冷链物流;统一大市场;国企改革;跨境电商;央企国企改革;一带一路;智能物流;人民币贬值受益;华为概念;苹果概念;深股通;融资融券】	--		--		-3.71%		-4.17%		-0.17		229878		1442949
SZ001395	亚联机械	-0.27%		43.66		3725.85万	--		--		4.32%		0.92		8.60亿		--		--		专用设备	【专精特新;高端装备;注册制次新股;碳纤维;新股与次新股;融资融券】	--		--		-3.19%		-0.34%		+0.00		43780		253228
SZ001396	誉帆科技	+0.47%		40.38		1.81亿		--		--		20.26%		0.44		8.97亿		--		--		其他社会服务	【注册制次新股;专精特新;污水处理;新型城镇化;地下管网;智慧城市;人工智能;新股与次新股;融资融券】	--		--		--		--		+1.05		3752364		1962468
SZ001400	江顺科技	+10.00%		103.26		3.14亿		--		--		20.73%		0.81		15.49亿		3		商业航天+液冷服务器+铝挤压模具	专用设备	【商业航天;3D打印;汽车热管理;液冷服务器;专精特新;新能源汽车;注册制次新股;风电;新股与次新股;融资融券】	--		--		+56.10%		+54.35%		+0.00		9096003		175542
SZ001696	宗申动力	+1.96%		22.41		5.83亿		--		--		2.93%		1.16		199.76亿	--		--		通用设备	【航空发动机;飞行汽车(eVTOL);军民融合;农机;专精特新;军工;低空经济;两轮车;氢能源;西部大开发;无人机;机器人概念;工业互联网;燃料电池;新能源汽车;商业航天;2025三季报预增;乡村振兴;数字经济;比亚迪概念;储能;锂电池概念;钠离子电池;深股通;融资融券】	--		--		+7.84%		+5.11%		-0.36		810300		5766093
SZ001872	招商港口	-0.52%		19.28		6302.69万	--		--		0.14%		1.00		443.81亿	--		--		港口航运	【航运概念;同花顺中特估100;国企改革;央企国企改革;一带一路;回购增持再贷款概念;粤港澳大湾区;融资融券;深股通】	--		--		-3.02%		-2.03%		-0.10		267168		1235848
SZ001896	豫能控股	+3.61%		5.46		2.44亿		--		--		2.95%		2.68		83.31亿		--		--		电力		【超超临界发电;抽水蓄能;绿色电力;碳中和;光伏建筑一体化;国企改革;煤炭概念;风电;创投;充电桩;智能物流;储能;工业互联网;人工智能;华为概念;深股通;融资融券】	--		--		+1.11%		-1.62%		-0.57		501992		2137044
SZ001914	招商积余	+2.29%		11.17		1.20亿		--		--		1.03%		1.18		117.70亿	--		--		房地产		【物业管理;国企改革;央企国企改革;回购增持再贷款概念;智慧城市;充电桩;深股通;融资融券】	--		--		+1.36%		+0.81%		-0.18		279040		1026523
SZ001965	招商公路	+0.00%		9.78		1.15亿		--		--		0.17%		0.64		664.56亿	--		--		公路铁路运输	【同花顺中特估100;参股券商;PPP概念;央企国企改革;国企改革;土壤修复;京津冀一体化;智慧城市;回购增持再贷款概念;深股通;融资融券】	--		--		-0.81%		+0.82%		-0.10		184653		1755314
