代码		    名称		涨幅		现价		当日成交额		换手		量比		流通市值		连续涨停天数		涨停原因类别		所属行业		所属概念		涨停开板次数		几天几板		10日涨幅		20日涨幅		竞价涨幅%		早盘竞价金额		尾盘竞价金额		
SZ002600	领益智造	+1.06%		16.17		71.25亿		6.08%		1.58		1163.84亿	--		--		消费电子	【同花顺果指数;AI PC;AI手机;共封装光学(CPO);英伟达概念;无线耳机;富士康概念;智能音箱;AI眼镜;苹果概念;液冷服务器;无线充电;人形机器人;智能穿戴;消费电子概念;5G;小米概念;减速器;比亚迪概念;柔性屏(折叠屏);机器人概念;虚拟现实;新能源汽车;3D打印;华为概念;无人机;稀土永磁;储能;充电桩;深股通;光伏概念;人民币贬值受益;低空经济;人工智能;海峡两岸;回购增持再贷款概念;融资融券】	--		--		+1.38%		+7.23%		+1.44		66582244	63077553	
SZ002601	龙佰集团	-2.30%		20.43		4.67亿		1.14%		0.81		406.07亿	--		--		化学原料	【钛白粉概念;石墨电极;小金属概念;钒电池;金属钴;回购增持再贷款概念;锂电池概念;氢能源;固态电池;天然气;宁德时代概念;高股息精选;养老概念;深股通;融资融券】	--		--		+11.88%		+12.69%		+0.00		4158999		2480202		
SZ002602	世纪华通	-0.49%		18.31		23.87亿		1.91%		0.77		1244.50亿	--		--		游戏		【电子竞技;手机游戏;云游戏;网络游戏;NFT概念;同花顺出海50;IP经济(谷子经济);虚拟数字人;脑机接口;元宇宙;腾讯概念;AIGC概念;虚拟现实;算力租赁;深股通;人工智能;东数西算(算力);共同富裕示范区;人民币贬值受益;DeepSeek概念;数据中心;数据安全;长三角一体化;华为概念;特斯拉概念;比亚迪概念;新能源汽车;摘帽】	--		--		+5.23%		+8.73%		+0.00		13976640	13260102	
SZ002603	以岭药业	+0.45%		17.71		3.50亿		1.44%		1.24		243.84亿	--		--		中药		【流感;禽流感;仿制药一致性评价;医药电商;幽门螺杆菌概念;创新药;阿尔茨海默概念;养老概念;京津冀一体化;深股通;融资融券】	--		--		+1.61%		-1.34%		+0.17		515672		4873792		
SZ002605	姚记科技	-1.12%		23.77		1.61亿		1.99%		1.27		80.16亿		--		--		游戏		【手机游戏;网络游戏;IP经济(谷子经济);文化传媒概念;网红经济;短剧游戏;抖音概念(字节概念);细胞免疫治疗;腾讯概念;体育产业;独角兽概念;小红书概念;创投;长三角一体化;深股通】	--		--		+2.15%		+2.63%		-0.17		350400		1383414		
SZ002606	大连电瓷	+1.12%		9.04		1.04亿		2.75%		1.68		38.07亿		--		--		电网设备	【特高压;虚拟电厂;绿色电力;一带一路;专精特新;融资融券】	--		--		+1.69%		+0.67%		+0.22		264320		668056		
SZ002607	中公教育	-3.24%		2.69		6.52亿		4.36%		1.06		147.83亿	--		--		教育		【旅游概念;超级品牌;职业教育;乡村振兴;在线教育;百度概念;DeepSeek概念;AIGC概念;虚拟数字人;人工智能;阿里巴巴概念;融资融券;深股通】	--		--		-2.18%		+11.16%		+0.00		2653788		8986752		
SZ002608	江苏国信	-0.53%		7.47		1.04亿		0.37%		0.69		282.22亿	--		--		电力		【超超临界发电;碳交易;国企改革;参股保险;信托概念;储能;工业互联网;深股通;虚拟电厂;融资融券】	--		--		-3.86%		-5.20%		+0.13		862544		813483		
SZ002609	捷顺科技	-1.05%		9.40		9408.90万	2.18%		1.17		43.18亿		--		--		IT服务		【数据要素;鸿蒙概念;DeepSeek概念;人工智能;智慧城市;腾讯概念;数字经济;百度概念;车联网(车路协同);蚂蚁集团概念;新型城镇化;华为概念;粤港澳大湾区;充电桩;储能;高压快充;2025三季报预增;深股通】	--		--		+2.40%		+2.51%		-0.32		323874		4105920		
SZ002611	东方精工	-1.54%		19.21		16.70亿		8.65%		1.00		192.52亿	--		--		专用设备	【人形机器人;新型工业化;机器人概念;多模态AI;毫米波雷达;英伟达概念;工业互联网;物联网;高端装备;核电;华为概念;人工智能;可控核聚变;无人机;数字经济;军工;牙科医疗;粤港澳大湾区;水利;3D打印;智能物流;人民币贬值受益;一带一路;深股通;融资融券】	--		--		+5.90%		+2.89%		-1.18		14579536	16660833	
SZ002612	朗姿股份	-1.12%		20.37		2.50亿		4.81%		0.85		51.89亿		--		--		服装家纺	【中韩自贸区;网红经济;C2M概念;毛发医疗;三胎概念;IP经济(谷子经济);民营医院;医美概念;牙科医疗;虚拟数字人;医疗器械概念;融资融券;深股通】	--		--		+3.14%		+2.98%		-0.49		1164400		4165665		
SZ002613	北玻股份	-1.32%		3.73		4507.71万	1.55%		1.29		28.81亿		--		--		建筑材料	【装配式建筑;建筑节能;一带一路;高铁;光伏概念;高端装备;苹果概念】	--		--		-0.80%		-3.37%		+0.79		632079		465504		
SZ002614	奥佳华		-2.02%		7.27		1.69亿		5.23%		1.27		32.06亿		--		--		小家电		【福建自贸区;海峡两岸;养老概念;IP经济(谷子经济);网红经济;跨境电商;血氧仪;医疗器械概念;家用电器;智能家居;人工智能;人民币贬值受益;DeepSeek概念;鸿蒙概念;华为概念;机器人概念;人形机器人】	--		--		-5.71%		-9.01%		+0.54		1124222		928379		
SZ002615	哈尔斯		-1.42%		7.62		5540.80万	2.37%		1.44		23.28亿		--		--		家居用品	【三胎概念;共同富裕示范区;露营经济;跨境电商;体育产业;IP经济(谷子经济);网红经济;一带一路;回购增持再贷款概念;智能家居;人民币贬值受益;数字经济;NFT概念;鸿蒙概念;华为概念;星闪概念】	--		--		-2.81%		-3.05%		-0.13		162120		333756		
SZ002616	长青集团	+0.18%		5.61		6666.95万	2.02%		1.27		32.96亿		--		--		电力		【固废处理;生物质能发电;农业种植;绿色电力;粤港澳大湾区;2025三季报预增】	--		--		+1.81%		-3.44%		+0.00		2100560		345015		
SZ002617	露笑科技	-0.24%		8.27		5.55亿		3.54%		0.83		156.42亿	--		--		电力		【特斯拉概念;新能源汽车;人形机器人;第三代半导体;机器人概念;电力物联网;铜缆高速连接;5G;芯片概念;数据中心;绿色电力;智能家居;跨境电商;深股通;融资融券】	--		--		+5.35%		+1.97%		-0.24		1991416		4454222		
SZ002620	ST瑞和		+1.09%		5.56		3498.81万	1.99%		1.12		17.53亿		--		--		建筑装饰	【ST板块;装配式建筑;新型城镇化;建筑节能;光伏建筑一体化;ERP概念;绿色电力;光伏概念】	--		--		+6.92%		+0.18%		+0.00		290400		373632		
SZ002622	皓宸医疗	-2.88%		3.04		1.06亿		4.11%		1.34		25.54亿		--		--		医疗服务	【民营医院;智能医疗;牙科医疗;参股银行;智能电网】	--		--		-3.18%		-8.98%		-0.32		1588392		1175264		
SZ002623	亚玛顿		-1.25%		18.17		6197.52万	1.71%		1.27		36.09亿		--		--		光伏设备	【光伏建筑一体化;建筑节能;钙钛矿电池;POE胶膜;绿色电力;一带一路;光伏概念;特斯拉概念;融资融券】	--		--		+1.62%		-2.52%		+0.49		743298		1133808		
SZ002624	完美世界	-0.42%		16.65		5.41亿		1.77%		0.87		304.32亿	--		--		游戏		【云游戏;电子竞技;手机游戏;网络游戏;短剧游戏;虚拟数字人;NFT概念;AIGC概念;元宇宙;文化传媒概念;AI智能体;鸿蒙概念;IP经济(谷子经济);英伟达概念;虚拟现实;区块链;人工智能;华为概念;深股通;融资融券】	--		--		+6.19%		+17.58%		-0.84		2460472		5253075		
SZ002625	光启技术	+0.16%		49.62		15.57亿		1.45%		1.14		1069.10亿	--		--		军工装备	【智能穿戴;商业航天;东数西算(算力);无人驾驶;军民融合;华为概念;无人机;人工智能;军工;车联网(车路协同);机器人概念;人形机器人;低空经济;粤港澳大湾区;碳纤维;雄安新区;PEEK材料;深股通;股权转让(并购重组);融资融券】	--		--		-3.97%		-1.10%		+1.09		27664192	12454620	
SZ002626	金达威		+1.15%		20.24		2.33亿		1.89%		1.28		123.43亿	--		--		食品加工制造	【NMN概念;维生素;医美概念;合成生物;医药电商;跨境电商;人民币贬值受益;福建自贸区;海峡两岸;深股通;融资融券】	--		--		+7.09%		+7.09%		+0.05		486486		2787048		
SZ002627	三峡旅游	+9.99%		7.82		2.72亿		5.04%		1.99		56.08亿		--		--		旅游及酒店	【特色小镇;旅游概念;养老概念;NFT概念;统一大市场;国企改革】	--		--		+2.09%		+12.03%		-0.28		537422		207230		
SZ002628	成都路桥	-0.72%		4.12		4373.40万	1.40%		1.09		31.06亿		--		--		建筑装饰	【新疆振兴;装配式建筑;PPP概念;西部大开发;机器人概念;无人驾驶;氟化工概念;融资融券】	--		--		-0.48%		-2.37%		+0.00		35690		378216		
SZ002629	仁智股份	-5.40%		6.83		1.66亿		5.64%		1.87		28.91亿		--		--		建筑装饰	【页岩气;俄乌冲突概念;天然气;光伏概念】	--		--		-6.18%		-11.87%		-0.55		443724		644752		
SZ002630	ST华西		-1.56%		2.52		4901.07万	1.89%		0.81		25.96亿		--		--		其他电源设备	【ST板块;新型城镇化;PPP概念;生物质能发电;固废处理;西部大开发;碳中和;绿色电力;一带一路;光热发电;超超临界发电;核电;储能】	--		--		-5.26%		-6.67%		-0.39		200175		299628		
SZ002631	德尔未来	-0.51%		5.88		4.63亿		9.54%		3.08		46.66亿		--		--		家居用品	【石墨烯;长三角一体化;C2M概念;核污染防治;智能家居;柔性屏(折叠屏);工业互联网;融资融券】	--		--		+10.73%		+0.68%		+3.55		3826224		3445216		
SZ002632	道明光学	-1.68%		12.91		4.75亿		6.31%		1.00		75.12亿		--		--		塑料制品	【AI眼镜;消费电子概念;石墨烯;智能穿戴;固态电池;锂电池概念;安防;虚拟现实;中俄贸易概念;新能源汽车;华为概念;光伏概念;液冷服务器;共同富裕示范区;无人机;元宇宙;深股通】	--		--		+5.04%		-17.61%		+0.00		2937181		3177151		
SZ002633	申科股份	-0.74%		16.14		3460.64万	1.43%		0.85		24.12亿		--		--		通用设备	【国企改革;风电;股权转让(并购重组)】	--		--		-5.17%		-2.89%		+0.00		149592		343782		
SZ002634	棒杰股份	+4.34%		6.01		1.37亿		5.13%		1.13		26.84亿		--		--		服装家纺	【互联网金融;TOPCON电池;光伏概念】	--		--		+8.68%		+4.34%		+0.35		1371016		2129944		
SZ002635	安洁科技	-0.28%		14.00		1.02亿		1.84%		1.21		55.35亿		--		--		消费电子	【智能家居;虚拟现实;汽车电子;智能穿戴;柔性屏(折叠屏);元宇宙;MR(混合现实);机器人概念;小米概念;华为概念;传感器;无线耳机;MiniLED;消费电子概念;智能音箱;5G;人民币贬值受益;新能源汽车;长三角一体化;苹果概念;特斯拉概念;充电桩;海峡两岸;无线充电;储能;一带一路;燃料电池;OLED;氢能源;高压快充;同花顺果指数;深股通;融资融券】	--		--		+0.86%		-0.43%		+0.14		475228		1335600		
SZ002636	金安国纪	-0.29%		16.94		4.29亿		3.48%		1.06		122.70亿	--		--		元件		【PCB概念;消毒剂;医疗器械概念;深股通;融资融券】	--		--		+7.01%		+4.70%		+0.24		2212197		3853850		
SZ002637	赞宇科技	-1.54%		10.20		8313.97万	1.84%		0.94		45.16亿		--		--		化学制品	【污水处理;消毒剂;食品安全;一带一路;回购增持再贷款概念;深股通】	--		--		-2.21%		-3.59%		+0.00		186480		761308		
SZ002638	勤上股份	-1.29%		3.05		8164.34万	1.96%		0.78		41.26亿		--		--		光学光电子	【智慧灯杆;智慧城市;车联网(车路协同);华为概念;储能;人民币贬值受益;5G】	--		--		-6.15%		-2.87%		-0.32		351736		356545		
SZ002639	雪人集团	+10.02%		21.96		52.07亿		38.00%		1.29		142.88亿	--		--		通用设备	【可控核聚变;核电;抽水蓄能;海工装备;福建自贸区;商业航天;海峡两岸;冰雪产业;雅下水电概念;氢能源;天然气;水利;碳中和;高端装备;燃料电池;冷链物流;空气能热泵;一带一路;体育产业;工业互联网;数字经济;数据中心;物联网;东数西算(算力);华为概念;阿里巴巴概念;腾讯概念;液冷服务器;深股通;融资融券】	--		--		+13.02%		+41.68%		-1.15		24984099	4196556		
SZ002640	跨境通		-1.73%		4.54		3.03亿		4.29%		0.65		70.29亿		--		--		互联网电商	【互联网金融;跨境电商;数字经济;三胎概念;网红经济;拼多多概念;人民币贬值受益;无线耳机;深股通】	--		--		+1.79%		+1.57%		-0.43		1801360		3942082		
SZ002641	公元股份	-1.59%		4.32		7290.72万	1.48%		1.24		48.99亿		--		--		建筑材料	【新型城镇化;地下管网;共同富裕示范区;水利;天然气;光伏建筑一体化;京津冀一体化;光伏概念;机器人概念;储能;融资融券;深股通】	--		--		-0.92%		-4.00%		+0.23		212520		1313280		
SZ002642	荣联科技	-1.30%		8.33		1.47亿		2.65%		1.19		55.11亿		--		--		IT服务		【ChatGPT概念;多模态AI;AI智能体;智慧政务;云计算;华为鲲鹏;百度概念;阿里巴巴概念;国资云;腾讯概念;华为昇腾;数据要素;区块链;信创;数字乡村;网络安全;DeepSeek概念;虚拟现实;数字经济;人工智能;独角兽概念;东数西算(算力);互联网金融;智慧城市;数字孪生;智能医疗;车联网(车路协同);华为概念;物联网;京津冀一体化;数据中心;星闪概念;新型工业化;工业互联网;基因测序;5G;电力物联网;乡村振兴;华为数字能源;国企改革;碳中和;深股通】	--		--		+2.71%		-4.03%		-0.24		303962		2048347		
SZ002643	万润股份	+4.66%		15.94		11.47亿		7.94%		2.25		144.94亿	--		--		电子化学品	【光刻胶;OLED;固态电池;锂电池概念;供销社;芯片概念;钙钛矿电池;PEEK材料;燃料电池;回购增持再贷款概念;人民币贬值受益;仿制药一致性评价;肝炎概念;国企改革;深股通;融资融券】	--		--		+7.05%		+11.86%		+2.56		14407888	11352245	
SZ002644	佛慈制药	-0.68%		8.74		6365.78万	1.43%		0.69		44.63亿		--		--		中药		【流感;农业种植;医药电商;肝炎概念;三胎概念;消毒剂;国企改革;医疗器械概念;西部大开发】	--		--		-9.15%		-1.91%		-0.45		285576		870504		
SZ002645	华宏科技	+3.62%		15.75		5.72亿		6.54%		2.90		88.03亿		--		--		环境治理	【稀土永磁;金属钴;金属铜;金属回收;消费电子概念;汽车拆解概念;高端装备;机器人概念;新能源汽车;垃圾分类;固废处理;深股通;融资融券】	--		--		+7.80%		+6.42%		+0.72		3205914		6752025		
SZ002646	天佑德酒	-0.45%		8.76		4042.44万	0.97%		0.89		41.69亿		--		--		白酒		【白酒概念;西部大开发;粮食概念;虚拟数字人;融资融券;深股通】	--		--		-2.45%		-4.05%		+0.11		149770		925056		
SZ002647	*ST仁东		+3.91%		7.98		1.48亿		2.76%		0.75		54.08亿		--		--		多元金融	【跨境支付(CIPS);ST板块;移动支付;数字货币;区块链;云计算;互联网金融;东数西算(算力);芯片概念】	--		--		+10.83%		+16.50%		+0.65		374905		742140		
SZ002648	卫星化学	+0.70%		18.65		12.66亿		2.01%		1.30		627.85亿	--		--		化学制品	【丙烯酸;POE胶膜;环氧丙烷;煤化工概念;三胎概念;长三角一体化;氢能源;互联网金融;燃料电池;锂电池概念;融资融券;深股通】	--		--		+10.03%		+11.41%		+0.00		8902564		7113110		
SZ002649	博彦科技	-1.27%		13.19		1.66亿		2.28%		1.27		72.35亿		--		--		IT服务		【智谱AI;ChatGPT概念;虚拟数字人;AIGC概念;AI语料;百度概念;阿里巴巴概念;抖音概念(字节概念);小红书概念;鸿蒙概念;华为盘古;腾讯概念;信创;华为鲲鹏;数据安全;数据要素;华为昇腾;区块链;网络安全;语音技术;DeepSeek概念;人工智能;数字经济;虚拟现实;数字货币;华为概念;数字乡村;互联网金融;智慧城市;物联网;跨境支付(CIPS);工业互联网;无人驾驶;跨境电商;虚拟电厂;深股通;融资融券】	--		--		+2.73%		-3.23%		+0.07		851669		958913		
SZ002650	ST加加		+5.08%		6.62		5132.83万	0.71%		1.52		73.29亿		--		--		食品加工制造	【ST板块】	--		--		-3.50%		-6.36%		+0.48		502602		3310		
SZ002651	利君股份	-1.17%		11.82		2.38亿		3.56%		0.82		66.84亿		--		--		军工装备	【成飞概念;军民融合;大飞机;商业航天;军工;无人机;低空经济;高端装备;西部大开发;机器人概念;深股通】	--		--		+6.39%		-2.88%		-0.50		1292340		2380548		
SZ002652	扬子新材	-2.02%		3.88		2.03亿		10.17%		0.54		19.87亿		--		--		建筑材料	【雄安新区;中芯国际概念】	--		--		+6.89%		+3.47%		-0.76		1835310		2922804		
SZ002653	海思科		+6.80%		56.35		3.78亿		1.42%		1.71		272.30亿	--		--		化学制药	【创新药;仿制药一致性评价;医疗器械概念;西部大开发;深股通;融资融券】	--		--		+5.52%		-8.33%		+0.40		852817		1837010		
SZ002654	万润科技	+1.33%		15.28		17.15亿		13.13%		2.48		129.15亿	--		--		光学光电子	【存储芯片;芯片概念;AI手机;ETC;MiniLED;小红书概念;智能穿戴;安防;智慧灯杆;传感器;小米概念;智慧城市;消费电子概念;抖音概念(字节概念);快手概念;独角兽概念;汽车电子;人工智能;文化传媒概念;阿里巴巴概念;军工;数字经济;华为概念;智能家居;机器人概念;比亚迪概念;粤港澳大湾区;国企改革;新能源汽车;一带一路;风电;深股通;融资融券】	--		--		+6.04%		+9.22%		+3.32		23212642	16303760	
SZ002655	共达电声	-1.00%		12.87		1.47亿		3.15%		0.83		46.56亿		--		--		消费电子	【智能音箱;无线耳机;智能穿戴;新型烟草(电子烟);消费电子概念;汽车电子;小米概念;毫米波雷达;苹果概念;智能家居;传感器;元宇宙;无人机;华为概念;新能源汽车;芯片概念;无线充电;一带一路】	--		--		+6.01%		-1.30%		-0.23		118027		733590		
SZ002656	*ST摩登		-1.82%		2.70		3446.63万	1.88%		0.94		18.27亿		--		--		服装家纺	【三胎概念;ST板块;区块链;腾讯概念;人民币贬值受益;虚拟现实;风电;新能源汽车;股权转让(并购重组)】	--		--		-3.23%		-6.90%		-0.36		85762		1230660		
SZ002657	中科金财	-3.57%		28.91		8.42亿		8.59%		0.71		97.17亿		--		--		IT服务		【数字货币;移动支付;Web3.0;财税数字化;互联网金融;数据确权;信创;智谱AI;华为鲲鹏;区块链;智慧政务;ChatGPT概念;鸿蒙概念;腾讯概念;AI智能体;百度概念;元宇宙;阿里巴巴概念;AIGC概念;多模态AI;算力租赁;语音技术;数字经济;虚拟数字人;人工智能;华为概念;东数西算(算力);在线教育;智慧城市;智能座舱;短剧游戏;DeepSeek概念;工业互联网;京津冀一体化;数据中心;化债概念(AMC概念);期货概念;深股通;融资融券】	--		--		+6.13%		+4.48%		-1.60		8065300		9520063		
